1.5881	1.647	1.8898	2.0095	NaN	NaN	NaN	NaN	NaN
1.577	1.6603	1.9902	1.9306	NaN	NaN	NaN	NaN	NaN
1.543	1.6252	2.1884	1.658	1.5923	NaN	NaN	NaN	NaN
1.4707	1.6457	2.1595	1.6343	1.6412	NaN	NaN	NaN	NaN
1.4754	1.9523	2.0084	1.7036	1.7167	NaN	NaN	NaN	NaN
1.6723	2.352	1.7689	1.7064	1.6947	NaN	NaN	NaN	NaN
2.0775	2.6702	1.6955	1.7292	1.8461	NaN	NaN	NaN	NaN
2.4437	2.3098	1.6338	1.7245	1.9748	NaN	NaN	NaN	NaN
2.1657	1.6437	1.5823	1.6917	2.259	NaN	NaN	NaN	NaN
1.6002	1.4526	1.5279	1.6893	2.2127	NaN	NaN	NaN	NaN
1.3632	1.4058	1.4943	1.9192	1.9957	NaN	NaN	NaN	NaN
1.3784	1.4237	1.5172	2.1776	1.6513	NaN	NaN	NaN	NaN
1.384	1.428	1.5993	2.1603	1.45	NaN	NaN	NaN	NaN
1.3455	1.368	1.7756	1.8189	1.4427	NaN	NaN	NaN	NaN
1.2419	1.2932	1.9138	1.4695	1.4059	NaN	NaN	NaN	NaN
1.2063	1.4738	1.9941	1.3731	1.4052	NaN	NaN	NaN	NaN
1.3681	1.7905	1.7772	1.4209	1.4557	NaN	NaN	NaN	NaN
1.7019	2.1004	1.5709	1.4775	1.55	NaN	NaN	NaN	NaN
1.9832	2.1628	1.4385	1.4609	1.6602	NaN	NaN	NaN	NaN
2.0559	1.7042	1.3873	1.4237	1.8283	NaN	NaN	NaN	NaN
1.7535	1.3511	1.2998	1.3844	1.9245	NaN	NaN	NaN	NaN
1.2255	1.2022	1.2269	1.458	1.8534	1.334	1.336	NaN	NaN
1.1615	1.1898	1.2575	1.6489	1.5144	1.2884	1.3143	NaN	NaN
1.2523	1.2437	1.3611	1.8432	1.346	1.3095	NaN	NaN	NaN
1.3767	1.3251	1.5766	1.879	1.3757	1.406	1.6275	NaN	NaN
1.5828	1.4974	1.8444	1.65	1.4622	1.513	1.8785	NaN	NaN
1.5783	1.5722	2.0694	1.5384	1.5113	1.5714	2.1138	NaN	NaN
1.7383	1.7988	2.1105	1.5252	1.5704	1.7783	2.1625	NaN	NaN
1.9094	2.0095	1.8707	1.6284	1.6922	1.9816	1.83	NaN	NaN
2.3004	2.3737	1.774	1.7144	1.8094	2.205	1.7028	NaN	NaN
2.3855	2.2431	1.6618	1.6685	1.9609	2.1434	1.6586	NaN	NaN
2.3141	1.8782	1.6241	1.6711	2.1392	1.8749	1.6605	NaN	NaN
1.9553	1.6094	1.5602	1.6545	2.0821	1.6791	1.6514	NaN	NaN
1.6007	1.5472	1.5932	1.8004	2.0413	1.6306	1.6678	NaN	NaN
1.7522	1.7098	1.7411	2.1073	1.9332	1.7674	1.8261	NaN	NaN
1.9779	1.8518	1.8441	2.251	1.8252	1.8209	1.8839	NaN	NaN
2.341	2.2443	2.3268	2.4535	2.0955	2.1267	2.2308	NaN	NaN
2.1998	2.1694	2.4483	2.2647	2.0696	2.0986	2.3567	NaN	NaN
2.1485	2.2606	2.6092	2.2175	2.186	2.262	2.613	NaN	NaN
2.107	2.2576	2.4716	2.1577	2.1899	2.4016	2.5798	NaN	NaN
2.3223	2.4612	2.3358	2.1833	2.2331	2.5094	2.4008	NaN	NaN
2.2377	2.457	2.1963	2.1728	2.2551	2.5561	2.3055	NaN	NaN
2.2094	2.3312	2.1289	2.1359	2.2778	2.453	2.2562	NaN	NaN
2.3463	2.1788	2.09	2.1203	2.3448	2.2936	2.2181	NaN	NaN
2.0425	1.914	1.9226	2.0165	2.2884	2.0819	2.0835	NaN	NaN
2.2556	2.044	1.996	2.129	2.2882	2.0583	2.0644	NaN	NaN
2.3553	2.1685	2.1437	2.3183	2.2461	2.1358	2.1706	NaN	NaN
2.1093	2.1189	2.163	2.3756	2.1681	2.1684	2.2369	NaN	NaN
2.1116	2.1397	2.2117	2.3357	2.1294	2.1559	2.2759	NaN	NaN
1.9419	2.0383	2.2398	2.1956	2.0991	2.1289	2.3234	NaN	NaN
2.0803	2.1506	2.3449	2.1662	2.1312	2.1851	2.4153	NaN	NaN
1.9538	2.0631	2.261	2.0808	2.0849	2.1762	2.3451	NaN	NaN
1.6745	1.9967	2.1084	2.0414	2.0586	2.2308	2.2511	NaN	NaN
1.5762	2.0573	1.975	1.9522	1.995	2.2736	2.1312	NaN	NaN
1.7216	2.0374	1.9158	1.9312	2.0214	2.2121	2.0572	NaN	NaN
1.7719	1.8737	1.8189	1.835	1.9938	2.0044	1.9211	NaN	NaN
1.7024	1.6977	1.6898	1.7282	1.9582	1.8396	1.7937	NaN	NaN
1.4321	1.4825	1.5718	1.6798	1.8608	1.7012	1.7152	NaN	NaN
1.4355	1.4831	1.6007	1.7842	1.7989	1.7071	1.7229	NaN	NaN
1.5342	1.6399	1.7097	1.9262	1.8213	1.808	1.8542	NaN	NaN
1.6577	1.7425	1.7979	1.9518	1.8159	1.8438	1.8886	NaN	NaN
1.7043	1.7995	1.9262	1.9325	1.8427	1.8591	1.9633	NaN	NaN
1.6311	1.7125	1.9059	1.8198	1.7915	1.8158	1.9823	NaN	NaN
1.4822	1.5799	1.8551	1.7327	1.7672	1.8333	1.9896	NaN	NaN
1.5425	1.7351	1.807	1.7318	1.755	1.8784	1.9061	1.782	NaN
1.6585	1.8777	1.7712	1.7239	1.7437	1.8956	1.7907	1.768	1.7778
1.7859	1.8934	1.712	1.7188	1.7616	1.8969	1.7193	NaN	NaN
1.9611	1.8588	1.714	1.7307	1.8522	1.8292	1.7349	1.7728	1.955
2.4599	1.9956	1.7543	1.77	1.9484	1.8008	1.7716	1.7818	1.9533
2.5033	1.9642	1.8185	1.881	2.054	1.8696	1.8846	NaN	NaN
2.4589	2.0561	1.9037	2.0104	2.0289	1.8954	1.914	2.16	2.031
2.3534	2.1007	1.9776	2.1753	2.0004	1.9185	1.939	2.1326	2.0171
2.3093	2.2773	2.2171	2.342	1.9414	1.9366	1.9806	2.1237	1.8779
2.2835	2.3078	2.3153	2.2581	1.9716	1.9652	2.0835	2.1257	1.9318
2.5446	2.5729	2.6186	2.2923	2.0603	2.009	2.2024	2.0229	1.9547
2.5219	2.4855	2.5189	2.1403	2.0605	2.0563	2.2034	1.9579	1.9579
2.0479	2.2103	2.2163	2.0135	2.0125	2.0988	2.1064	1.9398	1.9398
1.9042	2.2691	2.1223	1.9416	1.9325	2.113	1.9758	1.9318	1.9318
2.4812	2.5723	2.117	2.0126	2.0249	2.149	1.9722	1.9702	1.9831
3.0234	2.5719	2.0838	2.0697	2.1581	2.151	1.9907	1.9805	2.0723
3.6751	2.8415	2.2028	2.1978	2.392	2.2578	2.1569	2.1581	2.3477
3.1124	2.404	2.1625	2.1763	2.3945	2.1741	2.1386	2.1626	2.3542
2.0561	1.9921	2.0168	2.1742	2.2179	1.9998	2.0032	2.1376	2.1996
1.8996	1.9783	2.0059	2.2834	2.1099	1.9943	2.0251	2.2905	2.1448
2.0021	2.0721	2.1211	2.3887	2.0893	2.0163	2.0502	2.3044	2.0445
2.2539	2.2634	2.3639	2.402	2.0752	2.0617	2.2314	2.2873	2.053
2.1625	2.1677	2.4428	2.2595	2.0629	2.0626	2.3065	2.1689	2.0437
2.1343	2.1404	2.4297	2.1165	2.065	2.0846	2.3155	2.0674	2.055
2.4661	2.5953	2.5213	2.1104	2.0847	2.2231	2.2621	2.0787	2.0844
2.8733	3.0431	2.4377	2.1595	2.1609	2.456	2.2574	2.151	2.1491
3.2439	3.2367	2.3376	2.237	2.2756	2.5631	2.2354	2.1943	2.2246
3.0876	2.8121	2.2207	2.2133	2.4042	2.4562	2.1448	2.1548	2.3241
2.406	2.2867	2.185	2.2067	2.5092	2.3155	2.1824	2.1907	2.4764
2.1011	2.11	2.1576	2.2401	2.4992	2.1872	2.1729	2.2288	2.5166
2.2634	2.3129	2.3422	2.5094	2.5077	2.2495	2.2604	2.4346	2.4737
2.254	2.3125	2.3539	2.6245	2.3938	2.2411	2.253	2.5312	2.3446
2.4651	2.5241	2.555	2.7711	2.3283	2.2893	2.3347	2.5922	2.2702
2.1577	2.2518	2.4955	2.5154	2.2555	2.2766	2.456	2.4685	2.2326
2.1686	2.234	2.6553	2.4476	2.3044	2.3278	2.5877	2.3634	2.2466
2.1479	2.2201	2.6659	2.3208	2.2916	2.3531	2.6185	2.2901	2.2732
1.8555	2.1683	2.4418	2.2349	2.2322	2.4163	2.4562	2.2149	2.2362
2.0409	2.4799	2.3095	2.1576	2.164	2.4607	2.2756	2.1591	2.1749
2.214	2.5505	2.213	2.1679	2.2166	2.5062	2.1903	2.1661	2.2122
2.3216	2.38	2.1723	2.18	2.3714	2.4194	2.1896	2.1972	2.3787
1.928	1.954	1.9662	2.0195	2.3674	2.2194	2.1196	2.1438	2.4468
1.8319	1.8606	1.9293	2.0332	2.3542	2.1177	2.1224	2.1652	2.4584
1.7611	1.8203	1.911	2.1763	2.3061	2.1351	2.1656	2.3297	2.4089
1.801	1.8578	1.941	2.3583	2.2407	2.1382	2.1617	2.4528	2.3213
2.1619	2.2023	2.2629	2.5942	2.2397	2.2275	2.2782	2.5787	2.2953
2.272	2.3151	2.5287	2.5965	2.3056	2.3253	2.5213	2.6008	2.3679
2.3463	2.3935	2.7153	2.4933	2.3211	2.3476	2.6758	2.4871	2.3543
2.3093	2.3799	2.742	2.3723	2.3242	2.3858	2.6996	2.377	2.3594
2.802	2.9484	2.8797	2.4422	2.4343	2.6308	2.6777	2.4223	2.4295
2.6366	2.9774	2.663	2.4957	2.5344	2.8569	2.6129	2.4818	2.5027
2.8836	3.0555	2.5714	2.5474	2.6243	2.8833	2.4906	2.4844	2.5478
2.5496	2.5864	2.4302	2.4896	2.6807	2.6922	2.4344	2.4708	2.6625
2.4239	2.403	2.3926	2.452	2.73	2.518	2.4112	2.44	2.7282
2.3854	2.3962	2.4427	2.5085	2.7502	2.4309	2.4292	2.4918	2.7474
2.6142	2.5919	2.6263	2.7994	2.7694	2.5028	2.524	2.7011	2.7152
2.8283	2.8683	2.8958	3.1361	2.8364	2.6789	2.7059	2.9603	2.7182
3.0288	3.0588	3.08	3.2582	2.7962	2.766	2.8035	3.0162	2.6703
3.5964	3.6125	3.7269	3.6217	3.1745	3.1691	3.2979	3.2509	2.9259
4.3034	4.258	4.3859	3.8715	3.4752	3.4462	3.6315	3.3152	3.0601
3.9721	3.9817	4.1129	3.569	3.4781	3.4821	3.6636	3.2235	3.1531
4.4608	4.526	4.2848	3.7325	3.6952	3.7693	3.6609	3.3098	3.2844
5.1413	5.3387	4.7273	4.3534	4.3141	4.5121	4.0389	3.7169	3.7257
5.08	5.1519	4.4797	4.3786	4.3905	4.5968	4.01	3.9517	3.9896
5.7406	5.4557	4.5262	4.4918	4.5805	4.4422	4.0317	4.029	4.1686
8.651	7.3134	5.1572	5.0894	5.2336	4.6137	4.1792	4.1743	4.3503
7.8259	6.0279	5.6015	5.5688	5.781	4.5424	4.3974	4.4347	4.6564
5.6803	5.4275	5.4692	5.535	5.3817	4.4206	4.4389	4.5603	4.5468
5.1979	5.289	5.3236	5.5492	4.9856	4.5375	4.5638	4.7768	4.4655
5.1895	5.2943	5.359	5.6368	4.6792	4.619	4.6305	4.8622	4.1793
4.2445	4.3848	4.6317	4.7243	4.155	4.27	4.442	4.4562	3.9677
3.7884	3.9206	4.3881	4.115	3.7504	3.8318	4.1269	3.8922	3.6426
3.1671	3.31	3.9237	3.5135	3.6106	3.6863	4.0585	3.5805	3.6601
2.9292	3.2531	3.5723	3.3636	3.4837	3.663	3.7805	3.4699	3.5702
2.2458	2.9203	2.9833	2.9834	3.0614	3.4211	3.2484	3.1419	3.1869
2.618	3.0658	2.9247	3.0404	3.1164	3.5969	3.2743	3.3451	3.4058
2.7913	3.0223	2.9929	3.1126	3.3612	3.5701	3.3751	3.4683	3.6875
2.6864	2.7507	2.8327	2.9156	3.3076	3.2126	3.1154	3.1947	3.5021
2.1906	2.2529	2.4618	2.5658	3.0729	2.8392	2.9362	3.0253	3.381
2.2702	2.3909	2.5647	2.8598	3.0819	2.9027	3.0274	3.2252	3.3709
3.0138	3.0866	3.1672	3.6839	3.5496	3.4095	3.4709	3.8535	3.6617
3.4104	3.4765	3.5272	4.0045	3.5285	3.5638	3.6127	4.0217	3.4958
3.5636	3.6715	3.9842	4.1877	3.8163	3.898	4.1045	4.2467	3.7604
3.2594	3.3435	3.9106	3.8266	3.7137	3.7845	4.1968	3.9627	3.7198
2.9424	3.0262	3.7402	3.5996	3.6678	3.7701	4.1735	3.7244	3.786
3.0922	3.4615	3.809	3.6705	3.7291	3.9335	4.0235	3.667	3.7149
3.57	4.0949	3.9706	3.8501	3.8846	4.2206	3.9543	3.7127	3.7327
4.0884	4.348	3.9177	3.9211	3.9447	4.2943	3.759	3.7325	3.7641
4.0401	4.0782	3.8233	3.8814	4.0408	4.1109	3.6717	3.694	3.8989
4.8381	4.64	4.2521	4.2521	4.55	4.2537	3.8808	3.884	4.227
5.3814	5.0108	4.809	4.7778	5.0629	4.3552	4.1855	4.1947	4.501
6.6576	5.5923	5.3058	5.4078	5.4368	4.4554	4.3603	4.5602	4.6621
