2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348	2348
2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126	2126
2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015	2015
1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835	1835
1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729	1729
1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534	1534
1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558	1558
1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582	1582
1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527	1527
1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708	1708
